eLife	TC	SE_eLife	SE_TC	lfsr_eLife	lfsr_TC	gene	abs_mean	q_TC	q_eLife	eLife_rawB	TC_rawB	eLife_rawSE	TC_rawSE	eLife_rawP	TC_rawP
0.13348133990702	-0.0125061028118646	0.245522691651229	0.0666358264899691	0.355961895863271	0.63067653090456	A4GALT	0.0604876185475777	0.691521066931176	0.979167084044362	0.846963754826726	-0.147270291976702	0.0518914089053785	0.0108822528104307	0.000200753830394527	0.158025552122437
0.01954577542575	0.0894967502837871	0.0447286021601764	0.0478705438238314	0.325740436793203	0.0450825358235363	AAAS	0.0545212628547685	0.776549762270223	0.983699588543693	-0.0326203744101582	0.160780676567285	0.00227058117638118	0.00191819932056529	0.493612754336842	0.000241582556480785
0.0844368716472807	0.0824567760776293	0.0347161127322727	0.0299230001580712	0.0128171611224195	0.0130967350153215	AACS	0.083446823862455	0.738768735344552	0.979495203498788	0.132405123495316	0.0914415294535746	0.00423593983655194	0.00109128808768951	0.0419143248862245	0.00563929758050828
0.052018012274643	0.0542505510459854	0.0385314351692639	0.0346503385417374	0.131941872964389	0.122124667048967	AAGAB	0.0531342816603142	0.64577073278864	0.98155756380003	0.0674567907193747	0.0777834549927191	0.00567403058254525	0.00140072523529314	0.370504166439658	0.037680628334794
-0.0113835061240213	-0.0108334265283652	0.0396374710355304	0.0349115209924922	0.532478028883313	0.570991175072875	AAK1	0.0111084663261932	0.671935103245687	0.98155756380003	-0.0245243735320942	-0.0291026336481065	0.00719503832126495	0.00437087823901884	0.772487902915101	0.659793801313136
0.0702358456114689	0.0697788938574857	0.0561369662431989	0.0520915656049821	0.13986316542916	0.150623537135939	AAMDC	0.0700073697344773	0.738768735344552	0.972857487744224	0.149888877819027	0.115433719835918	0.0140280154308929	0.003664784533177	0.205682605961765	0.0565446003409704
0.0323357408479091	0.0251377121687013	0.0379310816561252	0.0309055804794692	0.307977395439899	0.379231288394063	AAMP	0.0287367265083052	0.648140532636672	0.98155756380003	0.0878123136404334	0.0347125901620204	0.00484944023263348	0.00157572939190832	0.207314571803813	0.381860939235353
-0.00111584066158543	-0.00116811487836599	0.0281779196564381	0.0212618516805493	0.666423905136676	0.706292672485151	AAR2	0.00114197776997571	0.596888301913476	0.98155756380003	-0.00142004677817872	-0.00296642606249886	0.00395744323904638	0.00128796018386674	0.981990631541466	0.934123872661751
-0.111527837534411	-0.120403769220997	0.0359413725173437	0.0270954398168697	0.00505093856962469	2.02995793133764e-05	AARS1	0.115965803377704	0.749982777919701	0.979167084044362	-0.103463756759414	-0.138215160388939	0.00469070206252174	0.000820149648376732	0.130872802777493	1.39133153704373e-06
-0.00691186628763266	-0.00138026719415305	0.0305622502751373	0.0225839775731334	0.603659298944937	0.697921611581337	AARS2	0.00414606674089286	0.639174235150892	0.98155756380003	-0.0416191204938381	0.00839326052784439	0.00391233798774466	0.00148892382062686	0.505802602337508	0.827804968288255
0.00174304459231661	-0.0050655381699036	0.0450299746669262	0.0333056763383718	0.63237486014035	0.634472281330122	AASDH	0.0016612467887935	0.617002288011898	0.979167084044362	0.09658081386376	-0.030769963957689	0.0177226494288842	0.00331453339741419	0.468156490384217	0.593022822675671
0.118259973514157	0.119627258537105	0.0702102677054509	0.0566499447733482	0.0393912734957734	0.0275724986985766	AASDHPPT	0.118943616025631	0.649517558456047	0.979495203498788	0.325663707460591	0.157894294344459	0.0463621429527373	0.00295785998083264	0.13041359284147	0.00369365340044777
0.0390502472036523	0.0324874408072665	0.0581405084794767	0.0516545425742815	0.349955622218424	0.415292470821836	AASS	0.0357688440054594	0.759301388315274	0.986943712584003	0.177998090669937	0.0627858008693539	0.0188763406848041	0.00806482313280235	0.195128238943082	0.484464679261922
0.0587531340034072	0.0649106181833916	0.0339279867020081	0.0247386174469621	0.0587827948811052	0.0190671290408926	AATF	0.0618318760933994	0.593533197546302	0.986943712584003	0.051210127136641	0.0770430251908498	0.00698220566804677	0.000650711006857294	0.539970538873715	0.00252587240569803
-0.0488977741756694	-0.0403998032900972	0.0678749750690258	0.0635105408122867	0.320891914605939	0.39711831330562	AATK	0.0446487887328833	0.595603716755249	0.973989618261786	-0.207282416316029	-0.0775161420930565	0.018389951286211	0.0164613311585758	0.126382567044544	0.545730145428864
-0.127750025770032	-0.133495774852084	0.061601983082158	0.0574656516269024	0.0200449869179494	0.0155629655770975	ABAT	0.130622900311058	0.694658189048832	0.979167084044362	-0.157650433214572	-0.184187731363206	0.0109125290143987	0.00354506785392745	0.131260405822047	0.00197818614894634
0.0471408102369579	0.0583825349431809	0.0683393644376506	0.069196172777362	0.31192835223941	0.293416435843509	ABCA1	0.0527616725900694	0.596888301913476	0.973989618261786	-0.0115942566561778	0.234514827353594	0.0200245177729107	0.0112352835035812	0.934699539404996	0.0269338910524877
0.0371984683478239	0.032849387234578	0.0448764049129638	0.0409507881676823	0.305467589546369	0.358809324267119	ABCA2	0.035023927791201	0.665826338559032	0.977033802502431	0.09152225755986	0.0588966564530891	0.00694873394419274	0.00377541262412783	0.27223590641632	0.337792546832809
-0.0579409557478267	-0.0605909430705921	0.0756453260807277	0.0713253890334314	0.282099086238258	0.291595103045265	ABCA5	0.0592659494092094	0.741972133016229	0.98155756380003	-0.146480372889944	-0.170739694553718	0.0477226866981934	0.00988746983997868	0.502521188402999	0.0859635558617547
1.89742892726139	2.04169591489578	0.162202742982116	0.129422555826356	1.48900815441422e-15	2.878671363171e-49	ABCB1	1.96956242107859	0.715331966679196	0.98155756380003	1.83873633944659	2.09973904455336	0.0633317804573188	0.0203483154555156	2.74217206202107e-13	4.81277819167726e-49
-0.00371834819399514	-0.00567932396536674	0.0390908347860422	0.027376247074718	0.605635255693449	0.6338310845105	ABCB10	0.00469883607968094	0.593533197546302	0.979167084044362	0.0169010616944603	-0.0167749834070767	0.0145167668149809	0.00190451940318154	0.888443032723283	0.700691170548396
-0.121423684395071	-0.146075168623604	0.140677555191593	0.158375320801737	0.222058739411321	0.212395008351035	ABCB11	0.133749426509337	0.74440697548079	0.967581315553674	-0.0326435206902631	-0.583652748894474	0.073845991824201	0.0370150113493277	0.904384100645146	0.0024161390193314
0.0540605206832478	0.0346994205075057	0.0600407575088662	0.0463981480936243	0.254361131330592	0.383235409167961	ABCB6	0.0443799705953768	0.720273225673091	0.979495203498788	0.242713537467158	0.0331245468604937	0.0129595520935506	0.00477227168988553	0.0330020831678125	0.631583946545961
