AMB_095	AMB_348	AMB_127	AMB_175	AMB_265	AMB_165	AMB_410	AMB_080	AMB_243	AMB_241	AMB_412	AMB_058	AMB_050	AMB_218	AMB_422	AMB_049	AMB_427	AMB_389	AMB_408	AMB_397	AMB_401	AMB_344	AMB_350	AMB_338	AMB_356	AMB_419	AMB_321	AMB_391	AMB_413	AMB_204	AMB_358	AMB_432	AMB_388	AMB_220	AMB_411	AMB_405	AMB_426	AMB_002	AMB_003	AMB_006	AMB_315	AMB_008	AMB_009	AMB_286	AMB_014	AMB_023	AMB_025	AMB_030	AMB_033	AMB_036	AMB_044	AMB_045	AMB_390	AMB_054	AMB_060	AMB_064	AMB_068	AMB_071	AMB_289	AMB_101	AMB_107	AMB_121	AMB_130	AMB_147	AMB_149	AMB_290	AMB_202	AMB_205	AMB_206	AMB_403	AMB_210	AMB_046	AMB_048	AMB_172	AMB_212	AMB_099	AMB_153	AMB_103	AMB_222	AMB_207	AMB_032	AMB_233	AMB_178	AMB_213	AMB_184	AMB_182	AMB_118	AMB_176	AMB_129	AMB_137	AMB_090	AMB_057	AMB_143	AMB_119	AMB_161	AMB_309	AMB_131	AMB_238	AMB_199	AMB_232	AMB_268	AMB_043	AMB_076	AMB_104	AMB_281	AMB_223	AMB_021	AMB_134	AMB_235	AMB_318	AMB_077	AMB_029	AMB_191	AMB_167	AMB_013	AMB_017	AMB_308	AMB_133	AMB_271	AMB_051	AMB_366	AMB_052	AMB_159	AMB_024	AMB_272	AMB_215	AMB_087	AMB_262	AMB_019	AMB_307	AMB_259	AMB_016	AMB_221	AMB_414	AMB_224	AMB_228	AMB_234	AMB_237	AMB_246	AMB_258	AMB_420	AMB_270	AMB_273	AMB_278	AMB_280	AMB_287
1	0.359162357464062	0.426974255285691	0.405671845258158	0.352729727539825	0.416020113729071	0.39436364635062	0.394357041421315	0.411393303525187	0.363202415626778	0.350748173220138	0.314423173791548	0.390589607220779	0.380631807174718	0.358310737264637	0.560072969737639	0.359376284429472	0.360711990994584	0.391190207374003	0.371411226493727	0.369183392522011	0.337612354524766	0.371625195840862	0.375226617379145	0.34991081042555	0.370149901134782	0.361180035832783	0.355872161249896	0.388719885210555	0.426275186238805	0.379306238474091	0.401651347404915	0.384605450373102	0.405565689662795	0.381219869627194	0.372355685802219	0.355844790229241	0.369681182399063	0.372531171914734	0.36310155404071	0.485499164373327	0.330187013033748	0.273765569723832	0.294405555225691	0.336865894542269	0.286272421949274	0.355148102779242	0.357285036905132	0.389018468824043	0.360333562607519	0.315685070353365	0.395079552403063	0.30593154677839	0.349455794194988	0.30095799590194	0.311247234536746	0.322196635058038	0.350447609801763	0.302858639541305	0.364047331738355	0.379513525378058	0.361491233908065	0.309531602954924	0.335691596462719	0.352142932348774	0.329347341669719	0.375084048243217	0.329201618680061	0.403805868126406	0.385492596920235	0.329979459488554	0.390170389209763	0.328201867497681	0.363431839924367	0.367130915973477	0.403567013547069	0.390685494509302	0.347527283693102	0.369886892060501	0.38617739370825	0.355730990115243	0.364339555700547	0.385395640113501	0.378168600559239	0.395616882777543	0.74694677527974	0.373896421886975	0.402611576759712	0.368321425123438	0.420253565637675	0.354127414188888	0.343738640286272	0.319217995792494	0.313432573402062	0.373997825177571	0.337197121477465	0.357181507470171	0.348912450752985	0.390948292552479	0.344864692232664	0.339714767110834	0.388408982064334	0.376367946551553	0.354569390689556	0.363781079882183	0.332423654264493	0.361667634070821	0.390809172351209	0.363745164931563	0.362265613375492	0.340732150159655	0.375104760885875	0.363723094897096	0.337173229783592	0.351170318388779	0.369770104874535	0.323485710782258	0.355540433761643	0.33515833522598	0.346806948180476	0.305688736322724	0.439089092593105	0.328608731515731	0.365810227516945	0.289092038829139	0.341899032733673	0.355209974793765	0.305228401897219	0.321236700686744	0.356065595833295	0.380731480999789	0.379457808391132	0.348356075884288	0.358053276021337	0.369687775220777	0.287549935227936	0.355559160533548	0.364530284943913	0.334785228561686	0.364076092632486	0.338308587752512	0.363109640640996	0.351804684875097	0.36745071660959	0.373236762183865	0.312520626030089
0.359162357464062	1	0.407403232031202	0.410431465873141	0.379307834664637	0.408301204399894	0.369345344615209	0.372063537235957	0.386379631863689	0.366655519282165	0.395904165209761	0.427990531593577	0.409716581163043	0.380867758994131	0.354394833684784	0.367067852653009	0.379646858962947	0.378868989341636	0.439140787045108	0.360467869052039	0.381349043901685	0.520652363754658	0.390106708694153	0.467921173265515	0.390510944048248	0.364142399696361	0.445173904976973	0.455868190485315	0.384729058744251	0.386376065838281	0.373547276451612	0.356114883234002	0.359675938373756	0.376487072545787	0.388538556719622	0.398486050064617	0.359209264023517	0.382308026521267	0.397194630782336	0.382801784782848	0.321368771989241	0.339539878239291	0.272027491261575	0.383631574099923	0.441167179572962	0.304900545681415	0.357843428547324	0.350039154263647	0.345316794377141	0.33216872553154	0.300212307853918	0.344340050806384	0.311075754781097	0.373677817059005	0.323318195617207	0.365361966696697	0.377638622728451	0.407780740832187	0.411105781013969	0.372019430614804	0.37614913084491	0.322749872541458	0.334448639861668	0.370223575603135	0.347416448266418	0.37413743033278	0.370175565334243	0.320881538807224	0.340560293623527	0.353208157628473	0.387567326103698	0.382154109174641	0.372048325883208	0.326179122604396	0.379515510326719	0.389422374178498	0.372593862373215	0.318576088506382	0.387646791993471	0.387451754995618	0.353696863458273	0.37251361591661	0.36482142257314	0.34920843590103	0.40167477103602	0.334268836460758	0.363520234465828	0.400396435191682	0.357742944328425	0.332773252352653	0.325969513186172	0.333791663714652	0.322371473695801	0.288691661361323	0.363050277573318	0.364835125191355	0.330761662838565	0.556481373403172	0.363243892784318	0.349392922583806	0.343124988982822	0.349298609777624	0.364637173809633	0.375852100245326	0.361167893844773	0.341790781019594	0.390099565196096	0.363188702168665	0.370579946723809	0.367818747374019	0.362404207259961	0.364241834590021	0.356684250870765	0.33138731338332	0.352351917355146	0.363444815021016	0.338192847767066	0.347084733759948	0.350542627903186	0.336213783487156	0.277652403424353	0.348545756256424	0.321842631045387	0.345847163978493	0.293931797071774	0.34362618836453	0.40082956042995	0.33495691009567	0.333607820249015	0.349673186961991	0.377155635720203	0.350182622002037	0.382361686541763	0.327218464328041	0.36924766917828	0.334652187733463	0.378398750287081	0.370995014504494	0.334358491186341	0.35898437420801	0.35911935030697	0.358180559255255	0.352316243264052	0.353036061065334	0.353444452696082	0.319017779248933
0.426974255285691	0.407403232031202	1	0.525012032782765	0.44079934510158	0.48769820448121	0.456964407195816	0.489036368199949	0.465195231328789	0.423613523300888	0.427064869732573	0.404242018181192	0.458416454326038	0.421020047982402	0.413763169865835	0.432835948837675	0.450739781888128	0.407698718418863	0.483499419313294	0.449985142852615	0.444648844877037	0.427100333255984	0.461878185093451	0.420331503599244	0.446807068979565	0.418542949580147	0.430135332870384	0.435244884023387	0.543264442869155	0.48252218016178	0.428924467606933	0.484475901276112	0.495142431973432	0.477223396861359	0.501206570086174	0.457607715887414	0.442395777614739	0.436189248647155	0.402256341505312	0.461097511457765	0.318674179183069	0.338695295269133	0.327932374618218	0.344337910038365	0.391955062809492	0.343152620994432	0.438405318627166	0.404717471012703	0.422350358832399	0.319264428390741	0.33388776330726	0.423068863609378	0.348428918736514	0.412190299840481	0.361544953285453	0.346914470849225	0.384029544274372	0.426789455846412	0.368568157545941	0.481963935384592	0.50845597974127	0.460942030042852	0.403858277599881	0.407941606460742	0.419424489832892	0.412973418425398	0.474788189610216	0.394059388158425	0.414645780166281	0.441516731126293	0.408893355355542	0.468576352510129	0.386504298238025	0.346227977472163	0.488877877902411	0.461685344315749	0.449629348505043	0.417697392836802	0.468216659813767	0.488097273381556	0.445268184004843	0.465548698143066	0.42900267720755	0.452382889948898	0.470657530162966	0.401590420750049	0.431441096894105	0.47311022717683	0.465943215484408	0.418125274386752	0.418011538804455	0.457853980043339	0.389693701982381	0.30882184734766	0.460740944908096	0.433614887503038	0.407469121137933	0.378937453448212	0.539576921310153	0.368216030528567	0.363273033641608	0.463517772064875	0.482805746417551	0.417411369363044	0.422807033088012	0.460441712802733	0.418776807766804	0.435913333895978	0.422907995856248	0.438831024199928	0.39254484605186	0.44838109509893	0.442131283138893	0.388264098731797	0.440471561031882	0.46338675265293	0.41346317379946	0.432756658911273	0.404974019865158	0.428687862039045	0.297376492075271	0.470701194162355	0.362513974358662	0.489510282302203	0.285233953012798	0.393911194328563	0.433770355780557	0.3838161016789	0.404849808503602	0.383005611908569	0.462160070308516	0.447839092858067	0.404163321790967	0.422835020721079	0.481766352796223	0.317619370872732	0.484093527788909	0.478265921449673	0.401408192771462	0.453532208544756	0.409171755705471	0.494205152003525	0.409913317417979	0.437543591657234	0.450146610924614	0.340861685445388
0.405671845258158	0.410431465873141	0.525012032782765	1	0.448940255152391	0.484982660201279	0.454011896397975	0.477605752124272	0.472563191214571	0.421406287277552	0.415955111311717	0.385633798132327	0.491497492402464	0.421419328814271	0.400373113075756	0.408638061057029	0.428458110102076	0.407801498548726	0.473258475896428	0.439128365595861	0.458512679927213	0.433627932864361	0.480090661634519	0.432760509409286	0.454529480524342	0.420168242731436	0.447785223879282	0.43232326600383	0.480756524787108	0.465914229585846	0.411448232676904	0.45559139431148	0.466618731199009	0.477652668632376	0.492352219261849	0.453393359697181	0.430810794415622	0.460491492961476	0.395796403248745	0.438963849542837	0.325923799657454	0.339747009172086	0.33433483193698	0.333349597737546	0.402047556488639	0.328759912305278	0.433739988015268	0.371411110723185	0.410286366674797	0.31802672765298	0.311226143838403	0.454296926017928	0.349313318458471	0.437951706037708	0.373390580472063	0.337618204721231	0.393253677936874	0.443122172837873	0.365504207287713	0.480058003331255	0.463402086453828	0.440509109237704	0.377039758976023	0.406766007156104	0.409908427211414	0.378980295106385	0.464745192093677	0.389358522693883	0.407913499984827	0.442737509243379	0.393683692872601	0.454629125105223	0.397536112622439	0.362225850615093	0.482002766314721	0.463649262708621	0.452762726222615	0.391998337861196	0.532569342055383	0.472195168542638	0.439005921538382	0.513993040028357	0.454504652739662	0.442101250212135	0.458541739205402	0.38670853750201	0.435468940948311	0.485720079880948	0.454803252229718	0.407112155420761	0.395172513112747	0.400882772884913	0.341535963859784	0.308779916095954	0.464211553970899	0.420262532007151	0.406282128262627	0.376132058844629	0.604135288495794	0.361852870136181	0.36979687014368	0.472111958440738	0.484508087236964	0.441174545121633	0.416144797331885	0.422037079456257	0.454820570396711	0.428712210501651	0.433322411552517	0.422045119914661	0.399215680789757	0.428676409054292	0.401656124533349	0.38522219301019	0.416243188294016	0.438456624546293	0.426012435596401	0.422981120318022	0.385497780083948	0.411825069895259	0.286281183309154	0.456340250627603	0.359065352287989	0.44098291312845	0.269192952216533	0.376912164811695	0.443024529825225	0.394950442467234	0.404634963928468	0.372074592233461	0.460416872642465	0.452061640586302	0.393691915704976	0.397631748313727	0.475293898956339	0.324888082457776	0.484917493711759	0.466042075547513	0.395720579141863	0.464201092492461	0.39648945101094	0.542049531775201	0.394670937292315	0.45469863207251	0.462708574903225	0.339352872459354
0.352729727539825	0.379307834664637	0.44079934510158	0.448940255152391	1	0.427055790808423	0.382967234489782	0.394996584300669	0.396577398296763	0.421893134199187	0.382246468485066	0.381547158528725	0.41459121528666	0.366198557205758	0.371005823946235	0.368797294235202	0.386367201676013	0.377053748999135	0.43174939605268	0.432541816515858	0.386759502220536	0.367200155042844	0.420184322980037	0.372629543082542	0.38778679133058	0.375628864253114	0.369482499844695	0.397516760306063	0.428766677322931	0.416740999841119	0.400902925885615	0.391749784367583	0.41756144442072	0.420745254781226	0.389271304815718	0.408831085106706	0.364673967931074	0.383004637738239	0.372498356194829	0.379499783813652	0.376714680261165	0.305958292701203	0.311373729271466	0.29757367821552	0.334495189734284	0.311198285882955	0.371116331465695	0.35343945971737	0.369037525442322	0.316948065253865	0.330281021676108	0.411502772223444	0.323514028871285	0.377501451476834	0.337326116568608	0.340452964054787	0.366587638575476	0.385310245530664	0.339603335245274	0.373075394675295	0.387318167924996	0.352714975206758	0.346295382185436	0.372276833341081	0.378003951057649	0.352213094862772	0.394829984890199	0.347508924374048	0.380662333837446	0.395324825505182	0.352067530095682	0.388045471015573	0.372147836574715	0.378189853489063	0.384887390620287	0.392788595955823	0.387195259116979	0.349317931612001	0.409014865657344	0.404447505460601	0.391776937577097	0.417776848744234	0.37016389131066	0.362298840269242	0.401167346866757	0.328059221537194	0.362361939099031	0.411948818048328	0.38916217551026	0.388456425793408	0.375294538492408	0.343587931869263	0.324210566917042	0.386444069985178	0.378886070855876	0.417807369942225	0.363829410495211	0.345990925906626	0.396694201413008	0.344445462669075	0.370086686696227	0.391298766767462	0.421561947566894	0.380216966925576	0.394112098916269	0.442530065011236	0.395462320549809	0.397880888701338	0.418767729892853	0.363358835997385	0.325301500998287	0.419084031466008	0.363638141920971	0.380497425150944	0.382835674633489	0.375541590637139	0.381330799732161	0.359518602830089	0.346141639789335	0.389158421100281	0.320683267892704	0.386896979695015	0.351782882888532	0.382303302657443	0.282398868318905	0.389296511118405	0.389151756907468	0.381967819908215	0.380502658436008	0.351562113415801	0.407732352907881	0.389598670652457	0.338985657173956	0.345464232205093	0.399375020736046	0.319064100276599	0.36706341077799	0.384282331540466	0.339741722874312	0.373803186733289	0.407313677762487	0.397505228284829	0.346819425550677	0.387851841373685	0.38046769624298	0.324789868851851
0.416020113729071	0.408301204399894	0.48769820448121	0.484982660201279	0.427055790808423	1	0.473961333122864	0.45225829769833	0.441716660495265	0.43666619486026	0.421722801184311	0.397965151851256	0.448632373739735	0.425457515099183	0.398486838223004	0.407642601003454	0.438151997083414	0.399383707111863	0.560895154835502	0.446515588570685	0.45082385844793	0.424495419520663	0.458559122480832	0.437495474826381	0.442355986663841	0.431950965251057	0.43886519298988	0.444843410975687	0.458151229408882	0.508181815229691	0.422632972154692	0.455255303669938	0.455366224162051	0.483700135475371	0.441563524449295	0.462357795894499	0.423283378327821	0.438655142336874	0.42060190713261	0.436454482197977	0.34655612300331	0.352745030445427	0.340107077376417	0.348491341265758	0.382614619881551	0.35516135506984	0.429692950197566	0.41850402977152	0.428765732986139	0.333928482841693	0.326296023644385	0.424999162715938	0.360223126833289	0.427070166110716	0.350039066478836	0.370218799095021	0.387364317531378	0.428031115446599	0.368527212485971	0.455338963203196	0.443811952640754	0.4126088976717	0.395166653511623	0.616365467765386	0.419067067152408	0.406890966347966	0.468070046177025	0.397036796334418	0.434834204596243	0.470867864796897	0.404851607496261	0.447341507617003	0.39317152599564	0.415321671106683	0.462028096956622	0.444279434532095	0.458176201230274	0.381598944311873	0.453526318737819	0.494333459584875	0.45490947360372	0.493635905284264	0.414423912467143	0.429951826513533	0.442064729143011	0.390116961728026	0.415368380794956	0.494146378698347	0.462392357587139	0.438513448720036	0.416897216502074	0.398553239645957	0.335818727321867	0.335358277531406	0.449356678640355	0.41124223868123	0.41091320373187	0.401586731559068	0.455405480124581	0.384612642012692	0.375063615253198	0.4417164574897	0.483134231132099	0.429468344134546	0.41211071064893	0.443510828494611	0.430676059405477	0.463046398673525	0.466581430300297	0.436283658605024	0.392946489322398	0.421295333053236	0.396949462346424	0.376337463565803	0.448820380486314	0.430267700100595	0.416959801539663	0.451724148510451	0.404197000815346	0.42892131490555	0.302466914276041	0.454889616407486	0.371551268729681	0.419283059211706	0.288011519567393	0.372417678166352	0.440028936597622	0.384573108533138	0.414852630671369	0.587542058274222	0.48229972203841	0.455829300729211	0.412920152636858	0.399430330693327	0.452883795345977	0.343271425345636	0.445507475079114	0.448274992503987	0.40154193004785	0.428522580059485	0.394205065109145	0.444060856597398	0.403876723509572	0.453374525177492	0.46807480397362	0.362142912177614
0.39436364635062	0.369345344615209	0.456964407195816	0.454011896397975	0.382967234489782	0.473961333122864	1	0.435603481102477	0.431078780674901	0.40256332867776	0.400085878706797	0.362360100880269	0.426028907505493	0.494934605324312	0.383951692805383	0.389272248463305	0.411762394607835	0.38095485319632	0.446880711431338	0.419358067373943	0.447400717182677	0.397373143002291	0.463378782468615	0.435176179825589	0.454338912220917	0.425863577896449	0.423362898000418	0.424936988775934	0.438301966981984	0.459472425453128	0.404923324647385	0.423843862648513	0.42246535468494	0.437510248042878	0.432344925469504	0.477763741647978	0.375808393593537	0.388737888420816	0.373565314604264	0.414207703892067	0.321022942876157	0.340933322839506	0.343682680192777	0.339257338452381	0.36440947873857	0.36254990275736	0.444548034409137	0.369231809996678	0.40037079807936	0.306999695299905	0.334445300247828	0.413148593681048	0.381629636412646	0.406337092978204	0.324974158699888	0.337542801365727	0.357402455470613	0.399177377190889	0.345849563387266	0.440601145586981	0.41456213074059	0.394077959462313	0.37601666176205	0.398914731971003	0.387358431458529	0.351229354861298	0.434129198690953	0.39102019342973	0.404854804963778	0.43788575729001	0.36295004139898	0.413943731669482	0.356767356621324	0.362015383381233	0.442184899539307	0.403684232649153	0.426704949698049	0.3607890249815	0.41953200177855	0.428237385068668	0.426779214561047	0.507009974500666	0.38455678027629	0.40009360375128	0.421836962752107	0.368609138155506	0.379197435184409	0.446252700741439	0.402312419457961	0.398456285788573	0.396861679384231	0.376013114491491	0.3645704001747	0.311451048705006	0.430886620778048	0.35667679289785	0.363680226829436	0.339984220243181	0.430686742983023	0.352563566087179	0.351820914853807	0.417188841952809	0.457674835079276	0.406134002016345	0.396394304224162	0.410122879850712	0.399500582255632	0.402332931236005	0.431573190363693	0.404877745078301	0.35697811605185	0.394465164552334	0.386427134767761	0.361155591030002	0.423222354676779	0.422599590807548	0.436116390600435	0.405923578057895	0.454127778333525	0.395749762623874	0.294765690536159	0.429396217023801	0.354437729514976	0.392894917337428	0.267598470982108	0.343680409588144	0.398059749069395	0.363486163354842	0.385302815372245	0.376111816800776	0.444125316653821	0.412945780372693	0.393550413238852	0.375564379149076	0.399600800642125	0.302087122948136	0.423327343937269	0.425128216647609	0.379738782944232	0.425062365992957	0.364374272641801	0.417900502160253	0.387682040475243	0.443811129579175	0.613324204502859	0.345594609715226
0.394357041421315	0.372063537235957	0.489036368199949	0.477605752124272	0.394996584300669	0.45225829769833	0.435603481102477	1	0.412469420980044	0.425866554936678	0.413713756359464	0.371965188723275	0.470102816309259	0.422548615541566	0.416257107128442	0.445535392684112	0.412834433814699	0.387996613262166	0.460494234834508	0.413855197339787	0.437623261741183	0.404572025465664	0.446009700517517	0.427934558791792	0.435062344794275	0.412111581192226	0.426970206065146	0.413185921911728	0.497790269276458	0.479887629676236	0.403588428068539	0.56172049867939	0.463919493163632	0.477284895679896	0.54026996036949	0.428061459140564	0.450643125815437	0.457278681192124	0.36545433695349	0.440253357929007	0.298632349748772	0.331205154583837	0.324236121278512	0.330827339732136	0.356154649114262	0.331418520558201	0.420731967740118	0.393870626437554	0.412292059765544	0.300039407382313	0.295854231943779	0.409340724437193	0.346632450695527	0.395203509535945	0.321343171054773	0.353706573307791	0.355761460357968	0.392376921349884	0.373028026889973	0.433211658909967	0.4734288010565	0.608301845441048	0.378820748971835	0.380991479612213	0.360049761099856	0.379316706335068	0.447823809808922	0.364178429881412	0.413575331798261	0.421514678952363	0.392055457888696	0.43022454450365	0.360398485676266	0.357573204126789	0.438181107547993	0.455030651390379	0.417831103783934	0.406399692367751	0.444755835255127	0.447220043181375	0.421902353587998	0.437694103633776	0.40598468723784	0.483334944501979	0.436047753867832	0.36856836630726	0.408886225239968	0.444602209100569	0.410649719158217	0.384485350384207	0.435678229518519	0.396703491527692	0.358299913508677	0.294136647399555	0.484227846385223	0.384475587999397	0.416944141526732	0.353390221984837	0.459629142983078	0.358489493437026	0.357224932575649	0.442127638525726	0.449185570963361	0.398124017773012	0.385154178673621	0.411091804140712	0.394052330381733	0.403721907775746	0.410534747938726	0.38533042071189	0.374351163194995	0.404872575173977	0.411645447830915	0.355424997943347	0.414433068723009	0.434538877532117	0.402642670881479	0.409649374700801	0.39547334974709	0.448391220834351	0.293082675440702	0.451367438393461	0.349455449075253	0.431905841835139	0.256714446876883	0.349690953922366	0.391822494366981	0.399692109190175	0.397408741520605	0.364312914525089	0.440295188061974	0.449945167400009	0.370011968268663	0.413489265905934	0.457213581767431	0.306718245933215	0.418360580864929	0.617059593350868	0.383911387768136	0.412650311651147	0.360196479233628	0.420504973539239	0.379290726730668	0.458725068960061	0.41823547906535	0.330995794173498
0.411393303525187	0.386379631863689	0.465195231328789	0.472563191214571	0.396577398296763	0.441716660495265	0.431078780674901	0.412469420980044	1	0.427942876001821	0.388572566759937	0.338094452229469	0.457479995037009	0.393962037940648	0.421889412041646	0.397000452946572	0.403129377529425	0.395255480839284	0.445580055889585	0.426509049050039	0.427101297375124	0.383260387348052	0.460703739486909	0.417279201269873	0.407438775636218	0.388164521983771	0.413283105130458	0.394171248275087	0.455476734498831	0.438406269324583	0.432622487821293	0.431707962006306	0.449609483641244	0.539446728098391	0.543875806183213	0.440991891847272	0.432765621628212	0.477209871775144	0.378343743128543	0.39530861905371	0.440864958050505	0.329664378179322	0.302884578791144	0.344608271961512	0.3435604397249	0.330031058320478	0.395205805531702	0.385467610942727	0.503330121802546	0.320541616262544	0.347247012917893	0.403315027835905	0.375493646608991	0.399817127051799	0.331227215746237	0.347568511896295	0.343466822651937	0.428813990103128	0.350737275908577	0.43061141149735	0.42894833680807	0.383463693242308	0.385057985891173	0.368912488971604	0.39387156308931	0.372163734699115	0.419646253530545	0.353886132983882	0.49155113449129	0.508411700657162	0.380875297492075	0.412353391532264	0.342909510651578	0.362701171173101	0.432365898826153	0.486012796108257	0.421937319496439	0.388982220860276	0.411589428324693	0.427278052908276	0.407048878529703	0.450092613853604	0.453876565684312	0.386380915382425	0.415345864526735	0.38746190765444	0.386205089848833	0.437184378198727	0.393848093856708	0.588141273538732	0.355561952264298	0.381566920478472	0.340761349760285	0.322756753005532	0.454833700002259	0.379097770678635	0.359990764155224	0.371705962118408	0.415847813416531	0.364791080363566	0.348833170490047	0.376157925664639	0.445863625230986	0.394359879027124	0.448999117398333	0.388862668130936	0.404289890754033	0.377708420080697	0.412064134741225	0.36754905581969	0.364222664826113	0.425440383219559	0.373440949423375	0.35405167560948	0.40402103863522	0.392689749219187	0.403168010646203	0.385075167619306	0.359439558864021	0.370337885557843	0.335012460443984	0.394321504813785	0.34267898763204	0.386259332744844	0.287422450402206	0.351073554149583	0.399274772598422	0.380299812119409	0.387800652701488	0.383771243499664	0.419333074593873	0.517546842438676	0.386788625709363	0.338695594206382	0.412531016114719	0.322880460105572	0.465944719038213	0.408973701368385	0.504268855524762	0.398073619153322	0.359027863190232	0.425663432205191	0.373364280335779	0.406892142582368	0.423547511235267	0.341420371220094
0.363202415626778	0.366655519282165	0.423613523300888	0.421406287277552	0.421893134199187	0.43666619486026	0.40256332867776	0.425866554936678	0.427942876001821	1	0.38821073929968	0.356234895725682	0.421355303977633	0.381801409440542	0.385615171542957	0.442044915783733	0.395125371664713	0.414759854062593	0.431177375146716	0.390696489885967	0.405377937304911	0.370471554542788	0.427656757526777	0.38355720795465	0.389334879700045	0.390074196320864	0.405547298768963	0.386480439705858	0.434088910019176	0.427426428777822	0.393757471834971	0.399652871886387	0.411183535507421	0.438385485262176	0.416797984221947	0.402081041186133	0.392250342714809	0.423076449714952	0.365432788197016	0.378563126543686	0.360196124077351	0.315160573570196	0.32096028235148	0.323275983976834	0.335762872601022	0.323105508259785	0.374013951159165	0.344160857427042	0.357381041988083	0.330097305619432	0.317207776653381	0.419262110175763	0.348774100860946	0.355632501376062	0.30851967488528	0.3209506479811	0.362443365259109	0.379689691242029	0.334458334263959	0.396781707371213	0.396389891987026	0.34484825506981	0.338229738055621	0.366706293905489	0.37617708606959	0.359225224457185	0.405505129417482	0.33816756557447	0.396664180925774	0.402329166268565	0.345190730199856	0.400465270712323	0.358856550170897	0.325389522118619	0.39841988754065	0.385909770143928	0.38210454009371	0.346263317890238	0.393320577988321	0.387021143712095	0.373528259680233	0.411745136017101	0.362284790447029	0.384109195974502	0.383786465493868	0.341811588005782	0.360315589382989	0.395560804874765	0.374045961569371	0.389708657685218	0.345646127593823	0.346453130332271	0.327463972177709	0.346117362187757	0.411356422372046	0.364101177359452	0.366419860511705	0.35535943324881	0.378135045687882	0.327293373561585	0.35040152468147	0.389088457241868	0.396545389151998	0.35299199105493	0.552242989744777	0.388036024663795	0.36897455122167	0.386933361705835	0.405698685182867	0.340391723764085	0.342621025165316	0.427348806890532	0.365491885133233	0.3412119295505	0.376666754049997	0.386741315036074	0.390415003914853	0.367810860137577	0.343120319904978	0.57140343681768	0.310828373149392	0.392432915159	0.379381206274677	0.370421632313958	0.278695140931435	0.343929125504289	0.390044525922508	0.415140204503498	0.50863342401209	0.376960645260564	0.39849602065169	0.411428443656909	0.371551638733306	0.344021328502936	0.422864928467241	0.287418749453557	0.416582018804818	0.44044036523707	0.392828149129618	0.378634799197236	0.363961282592846	0.391311306869763	0.341502360491888	0.501725882925681	0.387378511693596	0.317113686176148
