eLife	TC	SE_eLife	SE_TC	lfsr_eLife	lfsr_TC	gene	abs_mean	q_TC	q_eLife	eLife_rawB	TC_rawB	eLife_rawSE	TC_rawSE	eLife_rawP	TC_rawP
0.149301329792849	-0.0181921935979272	0.25406466424568	0.0708254655971021	0.341711858460493	0.606621265642628	A4GALT	0.0655545680974609	0.260976813061447	0.0170990343182082	0.816988786686629	-0.15854563660945	0.0479385451320378	0.0106967238953038	0.000190406490612806	0.125287382195487
0.0169469087553132	0.0827457105423473	0.0446055566718962	0.0476005550426797	0.349012845816703	0.0619176504479705	AAAS	0.0498463096488302	0.0320310264870902	0.588235404329321	-0.0347440449136589	0.154887756181256	0.00225320066840084	0.00193216382405683	0.464200087427379	0.000425615454432216
0.085047024279207	0.082980336084154	0.0347499008752538	0.0298185087174333	0.0116631587940721	0.0116269189119449	AACS	0.0840136801816805	0.0616720968497024	0.225837117955528	0.133377629181957	0.0921230499980955	0.00427200496913623	0.00108226607964086	0.0412862850346485	0.00510584749543882
0.0533211342907009	0.0557826686170756	0.0381201011077508	0.0343104064400753	0.119133052396275	0.107992659024475	AAGAB	0.0545519014538883	0.137927076242657	0.551172512378617	0.0663254148058372	0.0795898750552474	0.00563873361797688	0.00137324918777764	0.377095126462325	0.0317338490534332
-0.00751529895304554	-0.00683212639913118	0.0386856417804137	0.0339246792001367	0.566284950233022	0.60632023624663	AAK1	0.00717371267608836	0.576513371054433	0.700244354587479	-0.0191531518730779	-0.0169475036636153	0.00718891618547325	0.00434872744510273	0.821282308385202	0.797182647569165
0.0684806572717477	0.0683453358222559	0.0560535273226646	0.0520348295667687	0.145114460603418	0.154210229192949	AAMDC	0.0684129965470018	0.183208337808833	0.456915936082331	0.147219750879234	0.114909738261689	0.0146497862727637	0.0036753931716752	0.223860287564409	0.0580370847305634
0.0300466538667214	0.0229003577031355	0.0370416057218588	0.0298584121682688	0.323453118140364	0.397184704186025	AAMP	0.0264735057849285	0.450881882399902	0.447462249093245	0.0862540171999708	0.0307803493474233	0.00474538855419311	0.00154503599794554	0.210528778246997	0.433582134794032
-0.00215201662864246	-0.00184084077941726	0.0271241198104199	0.0208250112970073	0.650996294451014	0.691567532295147	AAR2	0.00199642870402986	0.60727022246671	0.724142313805959	-0.00534589610549918	-0.00377382189585047	0.00366220727450304	0.001224402196177	0.929607796279714	0.914114837385674
-0.112455177991774	-0.121171520945237	0.0358691497330835	0.0272452207612754	0.00489591175986992	1.755282478344e-05	AARS1	0.116813349468506	0.0226271187820631	0.358100645151527	-0.105159447367849	-0.138677551554107	0.00459725402252765	0.000819811407133051	0.120912599196169	1.276442195271e-06
-0.0063978299500336	-0.00161731519387417	0.0296813168042488	0.0223608737931072	0.603909840497093	0.689058889990287	AARS2	0.00400757257195389	0.59207141997255	0.613195926576383	-0.0388178075868301	0.00715523150703046	0.00380170948175812	0.00145028644302971	0.528978314258687	0.850965211986566
7.35919907001382e-05	-0.00628529855804504	0.0447627080483589	0.0337410072574518	0.614114896083566	0.616044546960927	AASDH	0.00310585328367245	0.502635437189539	0.594903445221087	0.0960177389308832	-0.0337657616588882	0.0187137917694689	0.00335454332524778	0.482746230101171	0.559901168416175
0.118000492281384	0.11925330484497	0.0692564802063496	0.055933014948667	0.0375709371663317	0.0259201491937617	AASDHPPT	0.118626898563177	0.0553087050391472	0.354380653130302	0.335102650595721	0.155939848037475	0.0458832965103006	0.00288123382529041	0.117721336253973	0.00367082679717257
0.0377546626798433	0.0320720317809296	0.0575891558945007	0.0517133576819264	0.353909677440012	0.413383133911382	AASS	0.0349133472303865	0.469024870762999	0.44963925842423	0.171372234220425	0.0643786373614896	0.0190459688270428	0.00826621494506027	0.214323797479427	0.47888939749054
0.0563683568069445	0.0615149932156024	0.0332688074642849	0.0248991302955588	0.0627390528410765	0.025461209641546	AATF	0.0589416750112735	0.0560455988489737	0.613195926576383	0.0509788025296879	0.0738005002457688	0.00655647517711097	0.000650746019874934	0.528966095601623	0.00381539930561033
-0.0455202387692379	-0.0383740735699902	0.0659672100994468	0.0621818905826612	0.332590363629144	0.401364029874839	AATK	0.041947156169614	0.492944867367407	0.398172954918295	-0.193450972435246	-0.0787038894833297	0.0182825400239815	0.0163656122841182	0.152512365551194	0.538409796001555
-0.124606302938719	-0.131332663585114	0.0605306097612649	0.0568267927714534	0.0210963174971126	0.0157419475719165	ABAT	0.127969483261916	0.044021748430796	0.393685103256687	-0.148216628878885	-0.183352742391596	0.0105448407707002	0.00348974767723485	0.148916978044128	0.00191067809966909
